date,source,title,content,category
2026-05-02,Google Play,진행 목표가 더 보였으면 (구글 플레이 리뷰),지금 당장 뭘 모아야 하는지는 알겠는데 다음 목표가 잘 안 보여서 오래 붙잡을 이유가 약합니다. 성장 목표를 더 보여주세요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 친구한테 추천하기엔 아직 조금 애매합니다.,user_review
2026-05-03,Apple App Store,캐릭터랑 효과는 마음에 들어요 (애플 앱스토어 리뷰),캐릭터가 귀엽고 터지는 효과가 시원해서 계속 보게 됩니다. 다만 같은 패턴이 빨리 반복돼서 새 기믹이 더 빨리 나왔으면 해요. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,user_review
2026-05-04,Official Community,짧게 하기 좋은 게임 (공식 커뮤니티 글),한 판이 짧고 조작이 쉬워서 이동 중에 하기 좋습니다. 광고 빈도만 조금 낮아지면 계속 남아 있을 것 같아요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,community
2026-05-05,Google Play,초반 설명이 좀 헷갈림 (구글 플레이 리뷰),튜토리얼에서 설명은 많이 나오는데 실제로 뭘 먼저 해야 하는지 잘 모르겠어요. 처음 3분 안에 목표가 더 분명했으면 좋겠습니다. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,user_review
2026-05-06,Apple App Store,보상은 나쁘지 않은데 반복이 빨라요 (애플 앱스토어 리뷰),"출석 보상이나 무료 보상은 괜찮아서 다시 들어오게 되는데, 플레이가 비슷하게 느껴지는 구간이 빨리 옵니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 친구한테 추천하기엔 아직 조금 애매합니다.",user_review
2026-05-07,Official Community,생각보다 중독성은 있음 (공식 커뮤니티 글),처음엔 너무 단순한 줄 알았는데 업그레이드가 열리니까 손이 계속 갑니다. 다만 난이도랑 광고가 같이 올라오는 느낌은 아쉬워요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,community
2026-05-08,Google Play,광고랑 실제 플레이가 조금 달라요 (구글 플레이 리뷰),광고 영상 보고 설치했는데 실제 게임은 더 단순한 느낌입니다. 완전히 다른 건 아닌데 기대했던 장면이 늦게 나와서 아쉬웠어요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,user_review
2026-05-09,Apple App Store,커뮤니티에서도 광고 얘기가 많네요 (애플 앱스토어 리뷰),공식 커뮤니티 보니까 저만 광고가 많다고 느낀 게 아니네요. 다음 업데이트에서 광고 타이밍 조정이 있으면 좋겠습니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,user_review
2026-05-10,Official Community,중간부터 난이도가 확 올라감 (공식 커뮤니티 글),처음에는 술술 넘어가다가 특정 스테이지부터 갑자기 막혀요. 실패가 반복되니까 재미보다 답답함이 먼저 옵니다. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 친구한테 추천하기엔 아직 조금 애매합니다.,community
2026-05-11,Google Play,상점 팝업이 너무 빨라요 (구글 플레이 리뷰),게임을 제대로 이해하기 전에 패키지부터 보여줘서 부담스럽습니다. 어느 정도 플레이한 뒤에 보여주는 게 나을 것 같아요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,user_review
2026-05-12,Apple App Store,광고가 너무 자주 나와요 (애플 앱스토어 리뷰),게임 자체는 가볍고 괜찮은데 한 판 끝날 때마다 광고가 나오는 느낌이라 흐름이 끊겨요. 보상형 광고는 괜찮은데 강제 광고는 줄였으면 합니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,user_review
2026-05-13,Official Community,발열이랑 멈춤이 있어요 (공식 커뮤니티 글),몇 판 하다 보면 폰이 뜨거워지고 광고 보고 돌아올 때 한 번씩 멈춥니다. 짧게 할 때는 괜찮은데 오래 하면 불안해요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,community
2026-05-14,Google Play,진행 목표가 더 보였으면 (구글 플레이 리뷰),지금 당장 뭘 모아야 하는지는 알겠는데 다음 목표가 잘 안 보여서 오래 붙잡을 이유가 약합니다. 성장 목표를 더 보여주세요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 친구한테 추천하기엔 아직 조금 애매합니다.,user_review
2026-05-01,Apple App Store,캐릭터랑 효과는 마음에 들어요 (애플 앱스토어 리뷰),캐릭터가 귀엽고 터지는 효과가 시원해서 계속 보게 됩니다. 다만 같은 패턴이 빨리 반복돼서 새 기믹이 더 빨리 나왔으면 해요. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,user_review
2026-05-02,Official Community,짧게 하기 좋은 게임 (공식 커뮤니티 글),한 판이 짧고 조작이 쉬워서 이동 중에 하기 좋습니다. 광고 빈도만 조금 낮아지면 계속 남아 있을 것 같아요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,community
2026-05-03,Google Play,초반 설명이 좀 헷갈림 (구글 플레이 리뷰),튜토리얼에서 설명은 많이 나오는데 실제로 뭘 먼저 해야 하는지 잘 모르겠어요. 처음 3분 안에 목표가 더 분명했으면 좋겠습니다. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,user_review
2026-05-04,Apple App Store,보상은 나쁘지 않은데 반복이 빨라요 (애플 앱스토어 리뷰),"출석 보상이나 무료 보상은 괜찮아서 다시 들어오게 되는데, 플레이가 비슷하게 느껴지는 구간이 빨리 옵니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 친구한테 추천하기엔 아직 조금 애매합니다.",user_review
2026-05-05,Official Community,생각보다 중독성은 있음 (공식 커뮤니티 글),처음엔 너무 단순한 줄 알았는데 업그레이드가 열리니까 손이 계속 갑니다. 다만 난이도랑 광고가 같이 올라오는 느낌은 아쉬워요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,community
2026-05-06,Google Play,광고랑 실제 플레이가 조금 달라요 (구글 플레이 리뷰),광고 영상 보고 설치했는데 실제 게임은 더 단순한 느낌입니다. 완전히 다른 건 아닌데 기대했던 장면이 늦게 나와서 아쉬웠어요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,user_review
2026-05-07,Apple App Store,커뮤니티에서도 광고 얘기가 많네요 (애플 앱스토어 리뷰),공식 커뮤니티 보니까 저만 광고가 많다고 느낀 게 아니네요. 다음 업데이트에서 광고 타이밍 조정이 있으면 좋겠습니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,user_review
2026-05-08,Official Community,중간부터 난이도가 확 올라감 (공식 커뮤니티 글),처음에는 술술 넘어가다가 특정 스테이지부터 갑자기 막혀요. 실패가 반복되니까 재미보다 답답함이 먼저 옵니다. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 친구한테 추천하기엔 아직 조금 애매합니다.,community
2026-05-09,Google Play,상점 팝업이 너무 빨라요 (구글 플레이 리뷰),게임을 제대로 이해하기 전에 패키지부터 보여줘서 부담스럽습니다. 어느 정도 플레이한 뒤에 보여주는 게 나을 것 같아요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,user_review
2026-05-10,Apple App Store,광고가 너무 자주 나와요 (애플 앱스토어 리뷰),게임 자체는 가볍고 괜찮은데 한 판 끝날 때마다 광고가 나오는 느낌이라 흐름이 끊겨요. 보상형 광고는 괜찮은데 강제 광고는 줄였으면 합니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,user_review
2026-05-11,Official Community,발열이랑 멈춤이 있어요 (공식 커뮤니티 글),몇 판 하다 보면 폰이 뜨거워지고 광고 보고 돌아올 때 한 번씩 멈춥니다. 짧게 할 때는 괜찮은데 오래 하면 불안해요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,community
2026-05-12,Google Play,진행 목표가 더 보였으면 (구글 플레이 리뷰),지금 당장 뭘 모아야 하는지는 알겠는데 다음 목표가 잘 안 보여서 오래 붙잡을 이유가 약합니다. 성장 목표를 더 보여주세요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 친구한테 추천하기엔 아직 조금 애매합니다.,user_review
2026-05-13,Apple App Store,캐릭터랑 효과는 마음에 들어요 (애플 앱스토어 리뷰),캐릭터가 귀엽고 터지는 효과가 시원해서 계속 보게 됩니다. 다만 같은 패턴이 빨리 반복돼서 새 기믹이 더 빨리 나왔으면 해요. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,user_review
2026-05-14,Official Community,짧게 하기 좋은 게임 (공식 커뮤니티 글),한 판이 짧고 조작이 쉬워서 이동 중에 하기 좋습니다. 광고 빈도만 조금 낮아지면 계속 남아 있을 것 같아요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,community
2026-05-01,Google Play,초반 설명이 좀 헷갈림 (구글 플레이 리뷰),튜토리얼에서 설명은 많이 나오는데 실제로 뭘 먼저 해야 하는지 잘 모르겠어요. 처음 3분 안에 목표가 더 분명했으면 좋겠습니다. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,user_review
2026-05-02,Apple App Store,보상은 나쁘지 않은데 반복이 빨라요 (애플 앱스토어 리뷰),"출석 보상이나 무료 보상은 괜찮아서 다시 들어오게 되는데, 플레이가 비슷하게 느껴지는 구간이 빨리 옵니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 친구한테 추천하기엔 아직 조금 애매합니다.",user_review
2026-05-03,Official Community,생각보다 중독성은 있음 (공식 커뮤니티 글),처음엔 너무 단순한 줄 알았는데 업그레이드가 열리니까 손이 계속 갑니다. 다만 난이도랑 광고가 같이 올라오는 느낌은 아쉬워요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,community
2026-05-04,Google Play,광고랑 실제 플레이가 조금 달라요 (구글 플레이 리뷰),광고 영상 보고 설치했는데 실제 게임은 더 단순한 느낌입니다. 완전히 다른 건 아닌데 기대했던 장면이 늦게 나와서 아쉬웠어요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,user_review
2026-05-05,Apple App Store,커뮤니티에서도 광고 얘기가 많네요 (애플 앱스토어 리뷰),공식 커뮤니티 보니까 저만 광고가 많다고 느낀 게 아니네요. 다음 업데이트에서 광고 타이밍 조정이 있으면 좋겠습니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,user_review
2026-05-06,Official Community,중간부터 난이도가 확 올라감 (공식 커뮤니티 글),처음에는 술술 넘어가다가 특정 스테이지부터 갑자기 막혀요. 실패가 반복되니까 재미보다 답답함이 먼저 옵니다. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 친구한테 추천하기엔 아직 조금 애매합니다.,community
2026-05-07,Google Play,상점 팝업이 너무 빨라요 (구글 플레이 리뷰),게임을 제대로 이해하기 전에 패키지부터 보여줘서 부담스럽습니다. 어느 정도 플레이한 뒤에 보여주는 게 나을 것 같아요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,user_review
2026-05-08,Apple App Store,광고가 너무 자주 나와요 (애플 앱스토어 리뷰),게임 자체는 가볍고 괜찮은데 한 판 끝날 때마다 광고가 나오는 느낌이라 흐름이 끊겨요. 보상형 광고는 괜찮은데 강제 광고는 줄였으면 합니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,user_review
2026-05-09,Official Community,발열이랑 멈춤이 있어요 (공식 커뮤니티 글),몇 판 하다 보면 폰이 뜨거워지고 광고 보고 돌아올 때 한 번씩 멈춥니다. 짧게 할 때는 괜찮은데 오래 하면 불안해요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,community
2026-05-10,Google Play,진행 목표가 더 보였으면 (구글 플레이 리뷰),지금 당장 뭘 모아야 하는지는 알겠는데 다음 목표가 잘 안 보여서 오래 붙잡을 이유가 약합니다. 성장 목표를 더 보여주세요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 친구한테 추천하기엔 아직 조금 애매합니다.,user_review
2026-05-11,Apple App Store,캐릭터랑 효과는 마음에 들어요 (애플 앱스토어 리뷰),캐릭터가 귀엽고 터지는 효과가 시원해서 계속 보게 됩니다. 다만 같은 패턴이 빨리 반복돼서 새 기믹이 더 빨리 나왔으면 해요. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,user_review
2026-05-12,Official Community,짧게 하기 좋은 게임 (공식 커뮤니티 글),한 판이 짧고 조작이 쉬워서 이동 중에 하기 좋습니다. 광고 빈도만 조금 낮아지면 계속 남아 있을 것 같아요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,community
2026-05-13,Google Play,초반 설명이 좀 헷갈림 (구글 플레이 리뷰),튜토리얼에서 설명은 많이 나오는데 실제로 뭘 먼저 해야 하는지 잘 모르겠어요. 처음 3분 안에 목표가 더 분명했으면 좋겠습니다. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,user_review
2026-05-14,Apple App Store,보상은 나쁘지 않은데 반복이 빨라요 (애플 앱스토어 리뷰),"출석 보상이나 무료 보상은 괜찮아서 다시 들어오게 되는데, 플레이가 비슷하게 느껴지는 구간이 빨리 옵니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 친구한테 추천하기엔 아직 조금 애매합니다.",user_review
2026-05-01,Official Community,생각보다 중독성은 있음 (공식 커뮤니티 글),처음엔 너무 단순한 줄 알았는데 업그레이드가 열리니까 손이 계속 갑니다. 다만 난이도랑 광고가 같이 올라오는 느낌은 아쉬워요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,community
2026-05-02,Google Play,광고랑 실제 플레이가 조금 달라요 (구글 플레이 리뷰),광고 영상 보고 설치했는데 실제 게임은 더 단순한 느낌입니다. 완전히 다른 건 아닌데 기대했던 장면이 늦게 나와서 아쉬웠어요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,user_review
2026-05-03,Apple App Store,커뮤니티에서도 광고 얘기가 많네요 (애플 앱스토어 리뷰),공식 커뮤니티 보니까 저만 광고가 많다고 느낀 게 아니네요. 다음 업데이트에서 광고 타이밍 조정이 있으면 좋겠습니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,user_review
2026-05-04,Official Community,중간부터 난이도가 확 올라감 (공식 커뮤니티 글),처음에는 술술 넘어가다가 특정 스테이지부터 갑자기 막혀요. 실패가 반복되니까 재미보다 답답함이 먼저 옵니다. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 친구한테 추천하기엔 아직 조금 애매합니다.,community
2026-05-05,Google Play,상점 팝업이 너무 빨라요 (구글 플레이 리뷰),게임을 제대로 이해하기 전에 패키지부터 보여줘서 부담스럽습니다. 어느 정도 플레이한 뒤에 보여주는 게 나을 것 같아요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,user_review
2026-05-06,Apple App Store,광고가 너무 자주 나와요 (애플 앱스토어 리뷰),게임 자체는 가볍고 괜찮은데 한 판 끝날 때마다 광고가 나오는 느낌이라 흐름이 끊겨요. 보상형 광고는 괜찮은데 강제 광고는 줄였으면 합니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,user_review
2026-05-07,Official Community,발열이랑 멈춤이 있어요 (공식 커뮤니티 글),몇 판 하다 보면 폰이 뜨거워지고 광고 보고 돌아올 때 한 번씩 멈춥니다. 짧게 할 때는 괜찮은데 오래 하면 불안해요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,community
2026-05-08,Google Play,진행 목표가 더 보였으면 (구글 플레이 리뷰),지금 당장 뭘 모아야 하는지는 알겠는데 다음 목표가 잘 안 보여서 오래 붙잡을 이유가 약합니다. 성장 목표를 더 보여주세요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 친구한테 추천하기엔 아직 조금 애매합니다.,user_review
2026-05-09,Apple App Store,캐릭터랑 효과는 마음에 들어요 (애플 앱스토어 리뷰),캐릭터가 귀엽고 터지는 효과가 시원해서 계속 보게 됩니다. 다만 같은 패턴이 빨리 반복돼서 새 기믹이 더 빨리 나왔으면 해요. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,user_review
2026-05-10,Official Community,짧게 하기 좋은 게임 (공식 커뮤니티 글),한 판이 짧고 조작이 쉬워서 이동 중에 하기 좋습니다. 광고 빈도만 조금 낮아지면 계속 남아 있을 것 같아요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,community
2026-05-11,Google Play,초반 설명이 좀 헷갈림 (구글 플레이 리뷰),튜토리얼에서 설명은 많이 나오는데 실제로 뭘 먼저 해야 하는지 잘 모르겠어요. 처음 3분 안에 목표가 더 분명했으면 좋겠습니다. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,user_review
2026-05-12,Apple App Store,보상은 나쁘지 않은데 반복이 빨라요 (애플 앱스토어 리뷰),"출석 보상이나 무료 보상은 괜찮아서 다시 들어오게 되는데, 플레이가 비슷하게 느껴지는 구간이 빨리 옵니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 친구한테 추천하기엔 아직 조금 애매합니다.",user_review
2026-05-13,Official Community,생각보다 중독성은 있음 (공식 커뮤니티 글),처음엔 너무 단순한 줄 알았는데 업그레이드가 열리니까 손이 계속 갑니다. 다만 난이도랑 광고가 같이 올라오는 느낌은 아쉬워요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,community
2026-05-14,Google Play,광고랑 실제 플레이가 조금 달라요 (구글 플레이 리뷰),광고 영상 보고 설치했는데 실제 게임은 더 단순한 느낌입니다. 완전히 다른 건 아닌데 기대했던 장면이 늦게 나와서 아쉬웠어요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,user_review
2026-05-01,Apple App Store,커뮤니티에서도 광고 얘기가 많네요 (애플 앱스토어 리뷰),공식 커뮤니티 보니까 저만 광고가 많다고 느낀 게 아니네요. 다음 업데이트에서 광고 타이밍 조정이 있으면 좋겠습니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,user_review
2026-05-02,Official Community,중간부터 난이도가 확 올라감 (공식 커뮤니티 글),처음에는 술술 넘어가다가 특정 스테이지부터 갑자기 막혀요. 실패가 반복되니까 재미보다 답답함이 먼저 옵니다. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 친구한테 추천하기엔 아직 조금 애매합니다.,community
2026-05-03,Google Play,상점 팝업이 너무 빨라요 (구글 플레이 리뷰),게임을 제대로 이해하기 전에 패키지부터 보여줘서 부담스럽습니다. 어느 정도 플레이한 뒤에 보여주는 게 나을 것 같아요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,user_review
2026-05-04,Apple App Store,광고가 너무 자주 나와요 (애플 앱스토어 리뷰),게임 자체는 가볍고 괜찮은데 한 판 끝날 때마다 광고가 나오는 느낌이라 흐름이 끊겨요. 보상형 광고는 괜찮은데 강제 광고는 줄였으면 합니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,user_review
2026-05-05,Official Community,발열이랑 멈춤이 있어요 (공식 커뮤니티 글),몇 판 하다 보면 폰이 뜨거워지고 광고 보고 돌아올 때 한 번씩 멈춥니다. 짧게 할 때는 괜찮은데 오래 하면 불안해요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,community
2026-05-06,Google Play,진행 목표가 더 보였으면 (구글 플레이 리뷰),지금 당장 뭘 모아야 하는지는 알겠는데 다음 목표가 잘 안 보여서 오래 붙잡을 이유가 약합니다. 성장 목표를 더 보여주세요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 친구한테 추천하기엔 아직 조금 애매합니다.,user_review
2026-05-07,Apple App Store,캐릭터랑 효과는 마음에 들어요 (애플 앱스토어 리뷰),캐릭터가 귀엽고 터지는 효과가 시원해서 계속 보게 됩니다. 다만 같은 패턴이 빨리 반복돼서 새 기믹이 더 빨리 나왔으면 해요. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,user_review
2026-05-08,Official Community,짧게 하기 좋은 게임 (공식 커뮤니티 글),한 판이 짧고 조작이 쉬워서 이동 중에 하기 좋습니다. 광고 빈도만 조금 낮아지면 계속 남아 있을 것 같아요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,community
2026-05-09,Google Play,초반 설명이 좀 헷갈림 (구글 플레이 리뷰),튜토리얼에서 설명은 많이 나오는데 실제로 뭘 먼저 해야 하는지 잘 모르겠어요. 처음 3분 안에 목표가 더 분명했으면 좋겠습니다. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,user_review
2026-05-10,Apple App Store,보상은 나쁘지 않은데 반복이 빨라요 (애플 앱스토어 리뷰),"출석 보상이나 무료 보상은 괜찮아서 다시 들어오게 되는데, 플레이가 비슷하게 느껴지는 구간이 빨리 옵니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 친구한테 추천하기엔 아직 조금 애매합니다.",user_review
2026-05-11,Official Community,생각보다 중독성은 있음 (공식 커뮤니티 글),처음엔 너무 단순한 줄 알았는데 업그레이드가 열리니까 손이 계속 갑니다. 다만 난이도랑 광고가 같이 올라오는 느낌은 아쉬워요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,community
2026-05-12,Google Play,광고랑 실제 플레이가 조금 달라요 (구글 플레이 리뷰),광고 영상 보고 설치했는데 실제 게임은 더 단순한 느낌입니다. 완전히 다른 건 아닌데 기대했던 장면이 늦게 나와서 아쉬웠어요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,user_review
2026-05-13,Apple App Store,커뮤니티에서도 광고 얘기가 많네요 (애플 앱스토어 리뷰),공식 커뮤니티 보니까 저만 광고가 많다고 느낀 게 아니네요. 다음 업데이트에서 광고 타이밍 조정이 있으면 좋겠습니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,user_review
2026-05-14,Official Community,중간부터 난이도가 확 올라감 (공식 커뮤니티 글),처음에는 술술 넘어가다가 특정 스테이지부터 갑자기 막혀요. 실패가 반복되니까 재미보다 답답함이 먼저 옵니다. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 친구한테 추천하기엔 아직 조금 애매합니다.,community
2026-05-01,Google Play,상점 팝업이 너무 빨라요 (구글 플레이 리뷰),게임을 제대로 이해하기 전에 패키지부터 보여줘서 부담스럽습니다. 어느 정도 플레이한 뒤에 보여주는 게 나을 것 같아요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,user_review
2026-05-02,Apple App Store,광고가 너무 자주 나와요 (애플 앱스토어 리뷰),게임 자체는 가볍고 괜찮은데 한 판 끝날 때마다 광고가 나오는 느낌이라 흐름이 끊겨요. 보상형 광고는 괜찮은데 강제 광고는 줄였으면 합니다. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,user_review
2026-05-03,Official Community,발열이랑 멈춤이 있어요 (공식 커뮤니티 글),몇 판 하다 보면 폰이 뜨거워지고 광고 보고 돌아올 때 한 번씩 멈춥니다. 짧게 할 때는 괜찮은데 오래 하면 불안해요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 그래도 기본 재미는 있어서 조금 더 해볼 생각입니다.,community
2026-05-04,Google Play,진행 목표가 더 보였으면 (구글 플레이 리뷰),지금 당장 뭘 모아야 하는지는 알겠는데 다음 목표가 잘 안 보여서 오래 붙잡을 이유가 약합니다. 성장 목표를 더 보여주세요. 구글 리뷰 쪽에서도 비슷한 얘기가 반복됩니다. 친구한테 추천하기엔 아직 조금 애매합니다.,user_review
2026-05-05,Apple App Store,캐릭터랑 효과는 마음에 들어요 (애플 앱스토어 리뷰),캐릭터가 귀엽고 터지는 효과가 시원해서 계속 보게 됩니다. 다만 같은 패턴이 빨리 반복돼서 새 기믹이 더 빨리 나왔으면 해요. 앱스토어 리뷰라 그런지 조작감과 안정성 얘기가 많습니다. 다음 빌드에서 이 부분이 바뀌면 다시 평가해볼게요.,user_review
2026-05-06,Official Community,짧게 하기 좋은 게임 (공식 커뮤니티 글),한 판이 짧고 조작이 쉬워서 이동 중에 하기 좋습니다. 광고 빈도만 조금 낮아지면 계속 남아 있을 것 같아요. 커뮤니티에서는 다음 업데이트 요청이 같이 나오고 있습니다. 짧게 즐기는 용도로는 나쁘지 않습니다.,community
